Order_ID,Order_Date,Region,Sales_Channel,Customer_ID,Customer_Segment,Category,Product,Units_Sold,Unit_Price,Discount,Gross_Sales,Discount_Amount,Net_Sales,Cost,Profit
ORD101265,2024-06-06,West,Offline,CUST2643,Corporate,Furniture,Bookshelf,13,1265.19,0.15,16447.47,2467.1205,13980.3495,10136.13,3844.219500000001
ORD101266,2024-01-21,West,Online,CUST4356,Home Office,Furniture,Bookshelf,14,864.32,0.05,12100.480000000001,605.0240000000001,11495.456000000002,8344.08,3151.376000000002
ORD101267,2024-12-07,South,Online,CUST2212,Corporate,Furniture,Chair,8,510.49,0.05,4083.92,204.19600000000003,3879.724,2857.93,1021.7940000000003
ORD101268,2024-04-15,North,Offline,CUST1617,Corporate,Furniture,Chair,7,316.88,0.2,2218.16,443.632,1774.5279999999998,1205.75,568.7779999999998
ORD101269,2023-04-29,South,Offline,CUST3672,Consumer,Electronics,Mouse,5,322.62,0.2,1613.1,322.62,1290.48,873.21,417.27
ORD101270,2024-01-31,South,Offline,CUST2498,Consumer,Office Supplies,Stapler,8,510.05,0.0,4080.4,0.0,4080.4,2439.79,1640.6100000000001
ORD101271,2024-06-15,West,Offline,CUST1507,Consumer,Office Supplies,Paper,2,758.4,0.1,1516.8,151.68,1365.12,836.59,528.5299999999999
ORD101272,2023-09-18,West,Online,CUST4205,Consumer,Electronics,Laptop,3,877.81,0.2,2633.43,526.686,2106.7439999999997,1412.95,693.7939999999996
ORD101273,2023-09-13,East,Online,CUST2295,Home Office,Electronics,Mouse,4,490.93,0.0,1963.72,0.0,1963.72,1178.51,785.21
ORD101274,2023-08-14,North,Offline,CUST1622,Home Office,Furniture,Bookshelf,10,538.09,0.2,5380.900000000001,1076.18,4304.72,2676.58,1628.1400000000003
ORD101275,2023-02-22,North,Online,CUST4145,Consumer,Office Supplies,Stapler,5,25.21,0.0,126.05000000000001,0.0,126.05000000000001,73.52,52.530000000000015
ORD101276,2024-05-14,West,Online,CUST2952,Consumer,Office Supplies,Paper,5,8.17,0.1,40.85,4.085,36.765,25.74,11.025000000000002
ORD101277,2024-05-20,West,Offline,CUST2460,Consumer,Electronics,Monitor,1,1361.24,0.1,1361.24,136.124,1225.116,828.43,396.68600000000004
ORD101278,2023-12-30,North,Offline,CUST4930,Consumer,Office Supplies,Paper,1,25.95,0.2,25.95,5.19,20.759999999999998,14.42,6.339999999999998
ORD101279,2023-10-07,East,Offline,CUST1293,Corporate,Office Supplies,Marker,12,54.52,0.05,654.24,32.712,621.528,397.11,224.418
ORD101280,2024-08-15,West,Online,CUST1655,Consumer,Furniture,Cabinet,11,312.42,0.15,3436.6200000000003,515.493,2921.1270000000004,2036.47,884.6570000000004
ORD101281,2024-12-14,East,Offline,CUST3985,Corporate,Furniture,Table,1,1116.38,0.2,1116.38,223.27600000000004,893.104,574.39,318.71400000000006
ORD101282,2023-06-07,South,Online,CUST4844,Consumer,Furniture,Cabinet,14,1019.99,0.0,14279.86,0.0,14279.86,9375.43,4904.43
ORD101283,2024-09-23,West,Offline,CUST3805,Home Office,Office Supplies,Notebook,14,972.53,0.1,13615.42,1361.5420000000001,12253.878,7051.54,5202.338000000001
ORD101284,2023-02-28,South,Offline,CUST4509,Home Office,Office Supplies,Marker,5,864.55,0.2,4322.75,864.5500000000001,3458.2,1927.21,1530.9899999999998
ORD101285,2024-12-27,West,Online,CUST4044,Consumer,Furniture,Bookshelf,2,306.54,0.1,613.08,61.30800000000001,551.772,385.69,166.08200000000005
ORD101286,2023-05-08,South,Online,CUST4924,Home Office,Furniture,Bookshelf,3,599.91,0.2,1799.73,359.946,1439.784,1048.34,391.4440000000002
ORD101287,2024-12-21,West,Online,CUST3715,Home Office,Office Supplies,Notebook,8,719.76,0.1,5758.08,575.808,5182.272,3224.11,1958.1619999999998
ORD101288,2023-04-25,East,Online,CUST4733,Home Office,Office Supplies,Pen,12,875.75,0.05,10509.0,525.45,9983.55,7181.86,2801.6899999999996
ORD101289,2023-07-28,East,Online,CUST3108,Home Office,Electronics,Keyboard,10,301.65,0.0,3016.5,0.0,3016.5,1825.25,1191.25
ORD101290,2024-06-09,East,Online,CUST2622,Corporate,Furniture,Chair,8,1094.91,0.2,8759.28,1751.8560000000002,7007.424000000001,4879.84,2127.5840000000007
ORD101291,2024-06-04,South,Offline,CUST4776,Corporate,Furniture,Chair,12,466.83,0.1,5601.96,560.196,5041.764,3359.72,1682.0440000000003
ORD101292,2024-07-05,East,Online,CUST3375,Corporate,Furniture,Desk,10,992.03,0.2,9920.3,1984.06,7936.24,4418.19,3518.05
ORD101293,2023-08-25,South,Online,CUST4254,Corporate,Office Supplies,Notebook,2,773.4,0.0,1546.8,0.0,1546.8,925.47,621.3299999999999
ORD101294,2023-10-08,West,Offline,CUST3847,Consumer,Office Supplies,Marker,8,890.36,0.2,7122.88,1424.576,5698.304,3850.91,1847.3940000000002
ORD101295,2023-12-25,South,Online,CUST1785,Home Office,Electronics,Monitor,11,622.66,0.15,6849.259999999999,1027.389,5821.870999999999,3443.94,2377.930999999999
ORD101296,2023-07-20,West,Online,CUST1767,Home Office,Electronics,Monitor,12,670.38,0.1,8044.5599999999995,804.456,7240.103999999999,4836.23,2403.874
ORD101297,2023-10-05,North,Offline,CUST4506,Consumer,Furniture,Table,9,1302.94,0.0,11726.460000000001,0.0,11726.460000000001,8107.26,3619.2000000000007
ORD101298,2023-08-23,North,Offline,CUST1519,Consumer,Electronics,Monitor,10,716.43,0.05,7164.299999999999,358.215,6806.084999999999,4215.12,2590.9649999999992
ORD101299,2024-05-08,North,Offline,CUST3686,Corporate,Office Supplies,Paper,14,1191.86,0.15,16686.039999999997,2502.9059999999995,14183.133999999998,9762.04,4421.093999999997
ORD101300,2023-01-04,South,Online,CUST3131,Corporate,Electronics,Mouse,10,595.56,0.2,5955.599999999999,1191.12,4764.48,3233.04,1531.4399999999996
ORD101301,2024-10-27,North,Offline,CUST1028,Home Office,Electronics,Keyboard,6,1052.3,0.2,6313.799999999999,1262.76,5051.039999999999,3775.46,1275.579999999999
ORD101302,2024-03-17,North,Online,CUST1266,Consumer,Office Supplies,Stapler,1,353.18,0.15,353.18,52.977,300.20300000000003,202.02,98.18300000000002
ORD101303,2023-01-29,North,Offline,CUST2307,Home Office,Furniture,Cabinet,11,1375.94,0.05,15135.34,756.767,14378.573,8700.05,5678.523000000001
ORD101304,2023-04-19,West,Online,CUST3445,Consumer,Furniture,Cabinet,11,1451.08,0.05,15961.88,798.094,15163.786,9089.76,6074.026
ORD101305,2024-09-01,East,Offline,CUST4010,Corporate,Electronics,Keyboard,3,1352.48,0.2,4057.44,811.488,3245.952,2213.53,1032.422
ORD101306,2024-12-27,South,Offline,CUST3811,Home Office,Office Supplies,Paper,5,522.89,0.2,2614.45,522.89,2091.56,1193.64,897.9199999999998
ORD101307,2023-03-16,North,Offline,CUST1980,Home Office,Office Supplies,Notebook,13,418.35,0.05,5438.55,271.9275,5166.6225,3075.58,2091.0425000000005
ORD101308,2023-05-26,West,Online,CUST2724,Consumer,Electronics,Monitor,3,277.75,0.05,833.25,41.6625,791.5875,436.79,354.79749999999996
ORD101309,2023-05-08,East,Online,CUST4455,Home Office,Furniture,Table,3,1310.13,0.05,3930.3900000000003,196.51950000000002,3733.8705000000004,2435.56,1298.3105000000005
ORD101310,2023-02-11,East,Offline,CUST1811,Corporate,Furniture,Table,9,182.33,0.2,1640.97,328.194,1312.776,928.3,384.4760000000001
ORD101311,2023-12-22,East,Offline,CUST1581,Home Office,Furniture,Desk,5,965.28,0.1,4826.4,482.64,4343.759999999999,2832.7,1511.0599999999995
ORD101312,2023-02-10,West,Offline,CUST4391,Consumer,Office Supplies,Notebook,14,500.54,0.15,7007.56,1051.134,5956.426,3616.23,2340.1960000000004
ORD101313,2023-02-03,North,Offline,CUST2862,Home Office,Office Supplies,Paper,8,285.94,0.05,2287.52,114.376,2173.144,1559.42,613.7239999999997
ORD101314,2023-01-17,East,Online,CUST1611,Corporate,Office Supplies,Paper,7,280.81,0.2,1965.67,393.134,1572.536,1017.34,555.196
ORD101315,2024-11-07,West,Offline,CUST1193,Consumer,Furniture,Table,4,1307.1,0.0,5228.4,0.0,5228.4,3596.85,1631.5499999999997
ORD101316,2023-06-02,West,Offline,CUST3275,Consumer,Electronics,Mouse,3,1290.43,0.2,3871.29,774.258,3097.032,2314.39,782.6420000000003
ORD101317,2024-01-13,South,Online,CUST1451,Corporate,Office Supplies,Marker,3,411.68,0.1,1235.04,123.504,1111.536,792.24,319.29600000000005
ORD101318,2024-08-10,West,Online,CUST2206,Consumer,Office Supplies,Paper,11,55.48,0.1,610.28,61.028,549.252,395.52,153.73199999999997
ORD101319,2024-08-21,East,Offline,CUST1932,Consumer,Electronics,Monitor,2,1304.28,0.05,2608.56,130.428,2478.132,1422.81,1055.3220000000001
ORD101320,2024-09-20,East,Offline,CUST2351,Home Office,Furniture,Bookshelf,5,90.7,0.15,453.5,68.02499999999999,385.475,253.69,131.78500000000003
ORD101321,2023-12-08,West,Online,CUST2629,Consumer,Office Supplies,Pen,12,131.66,0.2,1579.92,315.98400000000004,1263.9360000000001,947.2,316.7360000000001
ORD101322,2023-01-27,East,Online,CUST3703,Home Office,Furniture,Cabinet,2,1233.77,0.15,2467.54,370.131,2097.409,1289.36,808.0490000000002
ORD101323,2023-10-14,West,Offline,CUST1203,Corporate,Office Supplies,Pen,2,1226.74,0.0,2453.48,0.0,2453.48,1369.92,1083.56
ORD101324,2024-10-07,East,Online,CUST1402,Corporate,Office Supplies,Marker,12,307.72,0.15,3692.6400000000003,553.8960000000001,3138.744,1747.68,1391.064
ORD101325,2023-06-17,South,Online,CUST3028,Corporate,Electronics,Monitor,12,62.14,0.15,745.6800000000001,111.852,633.8280000000001,472.67,161.15800000000007
ORD101326,2024-09-01,North,Offline,CUST2668,Corporate,Electronics,Mouse,12,99.16,0.05,1189.92,59.49600000000001,1130.424,719.91,410.514
ORD101327,2023-09-25,South,Offline,CUST3520,Consumer,Electronics,Keyboard,4,682.82,0.0,2731.28,0.0,2731.28,1657.81,1073.4700000000003
ORD101328,2024-03-30,South,Online,CUST4851,Consumer,Electronics,Headphones,6,630.26,0.1,3781.56,378.156,3403.404,2221.7,1181.7040000000002
ORD101329,2024-11-15,North,Offline,CUST2670,Home Office,Furniture,Table,12,277.52,0.15,3330.24,499.53599999999994,2830.7039999999997,1902.33,928.3739999999998
ORD101330,2024-02-05,East,Offline,CUST1890,Home Office,Furniture,Bookshelf,6,1364.02,0.0,8184.12,0.0,8184.12,5942.94,2241.1800000000003
ORD101331,2024-04-20,North,Offline,CUST1179,Home Office,Furniture,Bookshelf,8,830.85,0.0,6646.8,0.0,6646.8,4244.16,2402.6400000000003
ORD101332,2024-12-02,West,Offline,CUST2722,Consumer,Electronics,Headphones,11,1211.97,0.1,13331.67,1333.1670000000001,11998.503,8646.3,3352.2030000000013
ORD101333,2024-09-25,North,Offline,CUST2980,Home Office,Office Supplies,Pen,6,160.07,0.05,960.42,48.021,912.399,549.3,363.09900000000005
ORD101334,2024-07-11,South,Online,CUST4090,Consumer,Furniture,Bookshelf,6,1460.32,0.0,8761.92,0.0,8761.92,5780.27,2981.6499999999996
ORD101335,2024-07-29,North,Online,CUST3511,Corporate,Electronics,Mouse,4,1215.56,0.1,4862.24,486.224,4376.016,3090.85,1285.1659999999997
ORD101336,2023-05-10,East,Offline,CUST3883,Consumer,Electronics,Laptop,12,435.3,0.2,5223.6,1044.72,4178.88,2668.37,1510.5100000000002
ORD101337,2023-12-29,South,Offline,CUST4985,Corporate,Electronics,Laptop,5,36.07,0.0,180.35,0.0,180.35,109.2,71.14999999999999
ORD101338,2024-12-05,West,Offline,CUST3657,Home Office,Furniture,Table,11,250.94,0.2,2760.34,552.0680000000001,2208.272,1571.85,636.422
ORD101339,2024-11-23,East,Online,CUST2570,Consumer,Office Supplies,Stapler,7,630.67,0.2,4414.69,882.938,3531.7519999999995,2512.67,1019.0819999999994
ORD101340,2023-10-19,South,Online,CUST1926,Home Office,Furniture,Cabinet,10,9.46,0.0,94.60000000000001,0.0,94.60000000000001,57.37,37.23000000000001
ORD101341,2024-01-06,West,Online,CUST2427,Home Office,Electronics,Monitor,11,66.06,0.1,726.6600000000001,72.66600000000001,653.994,438.81,215.18400000000003
ORD101342,2023-01-29,East,Online,CUST3045,Corporate,Electronics,Keyboard,9,152.46,0.2,1372.14,274.42800000000005,1097.712,657.83,439.88199999999995
ORD101343,2023-05-29,West,Offline,CUST2417,Home Office,Electronics,Headphones,4,1215.53,0.05,4862.12,243.106,4619.014,3368.47,1250.5440000000003
ORD101344,2023-10-23,North,Offline,CUST3984,Consumer,Furniture,Desk,10,822.56,0.15,8225.599999999999,1233.8399999999997,6991.759999999998,3950.51,3041.249999999998
ORD101345,2023-01-11,North,Online,CUST3348,Home Office,Office Supplies,Paper,1,290.52,0.2,290.52,58.104,232.416,145.6,86.816
ORD101346,2024-05-26,West,Online,CUST1351,Corporate,Furniture,Cabinet,6,400.38,0.2,2402.2799999999997,480.45599999999996,1921.8239999999998,1306.89,614.9339999999997
ORD101347,2024-11-06,North,Offline,CUST1187,Corporate,Electronics,Keyboard,2,965.06,0.15,1930.12,289.518,1640.6019999999999,1184.59,456.01199999999994
ORD101348,2023-04-23,West,Offline,CUST4419,Home Office,Electronics,Mouse,11,481.32,0.1,5294.5199999999995,529.452,4765.067999999999,3378.79,1386.2779999999993
ORD101349,2023-07-06,East,Offline,CUST3671,Corporate,Electronics,Laptop,7,1024.79,0.05,7173.53,358.67650000000003,6814.853499999999,4680.58,2134.2734999999993
ORD101350,2023-08-15,South,Offline,CUST2433,Home Office,Furniture,Chair,6,1168.45,0.05,7010.700000000001,350.5350000000001,6660.165000000001,4896.65,1763.5150000000012
ORD101351,2023-11-06,West,Offline,CUST4831,Corporate,Furniture,Desk,9,463.4,0.2,4170.599999999999,834.1199999999999,3336.4799999999996,1851.26,1485.2199999999996
ORD101352,2023-04-08,South,Online,CUST3119,Home Office,Furniture,Chair,6,552.94,0.0,3317.6400000000003,0.0,3317.6400000000003,2474.63,843.0100000000002
ORD101353,2023-02-24,South,Offline,CUST4893,Home Office,Electronics,Keyboard,14,79.86,0.0,1118.04,0.0,1118.04,692.25,425.78999999999996
ORD101354,2024-09-14,West,Online,CUST2968,Consumer,Furniture,Chair,6,1230.6,0.2,7383.599999999999,1476.72,5906.879999999999,4132.75,1774.1299999999992
ORD101355,2024-10-25,North,Online,CUST4399,Consumer,Office Supplies,Stapler,4,911.08,0.0,3644.32,0.0,3644.32,2207.87,1436.4500000000003
ORD101356,2024-02-10,East,Offline,CUST4284,Home Office,Office Supplies,Marker,12,1332.96,0.05,15995.52,799.7760000000001,15195.744,9617.93,5577.814
ORD101357,2023-03-10,South,Online,CUST1309,Consumer,Office Supplies,Paper,9,287.43,0.05,2586.87,129.3435,2457.5265,1782.19,675.3364999999999
ORD101358,2023-11-08,East,Online,CUST4180,Consumer,Furniture,Chair,3,1441.1,0.15,4323.299999999999,648.4949999999999,3674.8049999999994,2350.54,1324.2649999999994
ORD101359,2023-10-16,South,Offline,CUST3225,Corporate,Electronics,Monitor,1,1061.57,0.05,1061.57,53.0785,1008.4915,733.14,275.3515
ORD101360,2024-07-01,West,Online,CUST1427,Consumer,Electronics,Laptop,11,298.93,0.1,3288.23,328.82300000000004,2959.407,1952.63,1006.777
ORD101361,2023-05-28,North,Offline,CUST3788,Corporate,Electronics,Monitor,10,697.14,0.05,6971.4,348.57,6622.83,3992.37,2630.46
ORD101362,2024-04-11,East,Offline,CUST1531,Consumer,Electronics,Mouse,8,1049.93,0.2,8399.44,1679.8880000000001,6719.552000000001,4349.34,2370.2120000000004
ORD101363,2023-09-01,South,Online,CUST4906,Consumer,Electronics,Monitor,8,30.37,0.0,242.96,0.0,242.96,137.94,105.02000000000001
ORD101364,2024-05-05,West,Offline,CUST3466,Home Office,Furniture,Cabinet,11,1171.53,0.0,12886.83,0.0,12886.83,8320.09,4566.74
ORD101365,2024-05-21,West,Offline,CUST1248,Consumer,Office Supplies,Notebook,1,1421.78,0.05,1421.78,71.089,1350.691,955.66,395.03100000000006
ORD101366,2023-12-31,South,Online,CUST3257,Home Office,Furniture,Desk,9,126.84,0.05,1141.56,57.078,1084.482,611.4,473.082
ORD101367,2024-04-26,South,Offline,CUST1216,Home Office,Electronics,Keyboard,2,1347.69,0.0,2695.38,0.0,2695.38,1608.29,1087.0900000000001
ORD101368,2023-07-20,South,Online,CUST1713,Home Office,Furniture,Chair,6,699.34,0.0,4196.04,0.0,4196.04,2662.34,1533.6999999999998
ORD101369,2023-06-03,North,Online,CUST1438,Home Office,Furniture,Desk,9,775.82,0.05,6982.38,349.119,6633.261,4653.67,1979.5910000000003
ORD101370,2024-03-25,South,Offline,CUST2793,Consumer,Furniture,Chair,13,1260.96,0.1,16392.48,1639.248,14753.232,10330.48,4422.752
ORD101371,2024-05-15,South,Online,CUST2642,Home Office,Electronics,Headphones,6,886.54,0.1,5319.24,531.924,4787.316,3482.57,1304.7459999999996
ORD101372,2023-03-14,North,Offline,CUST3359,Consumer,Electronics,Monitor,7,530.38,0.0,3712.66,0.0,3712.66,2150.0,1562.6599999999999
ORD101373,2024-12-13,West,Online,CUST4855,Consumer,Electronics,Monitor,9,1100.22,0.15,9901.98,1485.2969999999998,8416.682999999999,4891.32,3525.3629999999994
ORD101374,2023-10-23,South,Offline,CUST1383,Corporate,Furniture,Cabinet,5,211.8,0.1,1059.0,105.9,953.1,651.72,301.38
ORD101375,2023-01-17,East,Offline,CUST1981,Corporate,Furniture,Cabinet,1,1001.08,0.2,1001.08,200.216,800.864,469.32,331.54400000000004
ORD101376,2024-10-02,West,Online,CUST2295,Corporate,Office Supplies,Marker,9,1163.06,0.0,10467.539999999999,0.0,10467.539999999999,6623.51,3844.029999999999
ORD101377,2023-08-05,East,Online,CUST1121,Home Office,Office Supplies,Paper,10,505.48,0.1,5054.8,505.48,4549.32,2992.91,1556.4099999999999
ORD101378,2023-03-02,South,Offline,CUST1407,Consumer,Electronics,Keyboard,14,1455.5,0.05,20377.0,1018.85,19358.15,11641.63,7716.520000000002
ORD101379,2024-09-07,North,Offline,CUST1245,Consumer,Office Supplies,Paper,13,962.7,0.15,12515.1,1877.2649999999999,10637.835000000001,7322.14,3315.6950000000006
ORD101380,2023-02-11,North,Online,CUST1066,Home Office,Electronics,Keyboard,7,148.04,0.05,1036.28,51.814,984.466,710.39,274.076
ORD101381,2023-01-25,North,Offline,CUST3990,Corporate,Electronics,Mouse,8,1449.6,0.05,11596.8,579.84,11016.96,6086.17,4930.789999999999
ORD101382,2023-02-08,South,Offline,CUST1228,Corporate,Furniture,Chair,2,1117.27,0.15,2234.54,335.181,1899.359,1154.53,744.829
ORD101383,2023-05-11,South,Online,CUST1882,Consumer,Office Supplies,Marker,5,1044.99,0.0,5224.95,0.0,5224.95,3617.96,1606.9899999999998
ORD101384,2024-05-12,East,Online,CUST3185,Consumer,Electronics,Laptop,13,383.61,0.05,4986.93,249.34650000000002,4737.583500000001,2866.8,1870.7835000000005
ORD101385,2023-08-17,North,Offline,CUST3242,Consumer,Electronics,Monitor,8,712.35,0.0,5698.8,0.0,5698.8,3730.38,1968.42
ORD101386,2023-04-18,South,Online,CUST1706,Corporate,Office Supplies,Stapler,7,1352.07,0.0,9464.49,0.0,9464.49,6637.38,2827.1099999999997
ORD101387,2023-06-21,West,Online,CUST1658,Consumer,Office Supplies,Pen,7,465.69,0.0,3259.83,0.0,3259.83,2016.99,1242.84
ORD101388,2024-03-10,South,Offline,CUST3705,Corporate,Office Supplies,Paper,4,637.88,0.05,2551.52,127.57600000000001,2423.944,1714.97,708.9739999999999
ORD101389,2024-04-22,South,Online,CUST2513,Corporate,Office Supplies,Stapler,13,388.84,0.0,5054.92,0.0,5054.92,3605.31,1449.6100000000001
ORD101390,2023-04-12,West,Online,CUST4656,Corporate,Office Supplies,Notebook,2,327.77,0.05,655.54,32.777,622.7629999999999,465.96,156.80299999999994
ORD101391,2024-06-07,North,Offline,CUST4426,Home Office,Office Supplies,Pen,10,70.35,0.0,703.5,0.0,703.5,447.75,255.75
ORD101392,2023-10-02,West,Online,CUST1930,Home Office,Office Supplies,Pen,3,1106.67,0.2,3320.01,664.0020000000001,2656.0080000000003,1713.55,942.4580000000003
ORD101393,2024-09-04,North,Offline,CUST2728,Consumer,Electronics,Mouse,14,140.69,0.05,1969.6599999999999,98.483,1871.177,1322.13,549.0469999999998
ORD101394,2023-02-13,West,Online,CUST3604,Corporate,Furniture,Table,14,799.33,0.2,11190.62,2238.1240000000003,8952.496000000001,6477.99,2474.506000000001
ORD101395,2023-01-17,East,Online,CUST2181,Consumer,Electronics,Keyboard,14,79.44,0.0,1112.1599999999999,0.0,1112.1599999999999,724.07,388.0899999999998
ORD101396,2023-11-26,North,Offline,CUST1958,Corporate,Electronics,Mouse,9,1475.9,0.05,13283.1,664.1550000000001,12618.945,6995.25,5623.695
ORD101397,2024-07-22,South,Online,CUST4548,Consumer,Furniture,Bookshelf,4,1065.62,0.15,4262.48,639.372,3623.1079999999997,2324.61,1298.4979999999996
ORD101398,2024-05-11,East,Online,CUST2040,Consumer,Furniture,Cabinet,1,947.43,0.2,947.43,189.486,757.944,451.01,306.93399999999997
ORD101399,2023-01-12,North,Online,CUST2102,Home Office,Furniture,Desk,10,283.66,0.1,2836.6000000000004,283.66,2552.9400000000005,1453.49,1099.4500000000005
ORD101400,2023-11-14,North,Online,CUST3100,Home Office,Office Supplies,Notebook,4,794.44,0.1,3177.76,317.77600000000007,2859.9840000000004,1767.03,1092.9540000000004
ORD101401,2024-08-14,North,Online,CUST1514,Home Office,Office Supplies,Pen,13,757.82,0.15,9851.66,1477.749,8373.911,5262.03,3111.8810000000003
ORD101402,2023-08-04,West,Online,CUST4576,Home Office,Office Supplies,Pen,8,541.18,0.15,4329.44,649.4159999999999,3680.0239999999994,2746.51,933.5139999999992
ORD101403,2023-12-05,North,Offline,CUST1744,Corporate,Electronics,Laptop,14,238.39,0.1,3337.46,333.74600000000004,3003.714,1925.53,1078.184
ORD101404,2024-10-22,South,Online,CUST4133,Consumer,Furniture,Cabinet,8,553.86,0.05,4430.88,221.544,4209.336,3129.7,1079.6360000000004
ORD101405,2023-03-22,North,Online,CUST4204,Consumer,Furniture,Table,10,915.61,0.0,9156.1,0.0,9156.1,6377.02,2779.08
ORD101406,2024-12-27,South,Offline,CUST2406,Corporate,Electronics,Keyboard,10,733.59,0.05,7335.900000000001,366.7950000000001,6969.1050000000005,4185.76,2783.3450000000003
ORD101407,2024-04-29,South,Offline,CUST4636,Corporate,Office Supplies,Pen,2,857.22,0.1,1714.44,171.44400000000002,1542.996,1065.27,477.7260000000001
ORD101408,2024-01-09,South,Offline,CUST2833,Consumer,Furniture,Chair,10,860.17,0.2,8601.699999999999,1720.34,6881.359999999999,4338.91,2542.449999999999
ORD101409,2024-12-10,East,Online,CUST3740,Home Office,Electronics,Keyboard,4,370.79,0.2,1483.16,296.632,1186.528,790.06,396.4680000000001
ORD101410,2023-07-19,South,Offline,CUST1543,Home Office,Office Supplies,Notebook,7,170.91,0.0,1196.37,0.0,1196.37,782.25,414.1199999999999
ORD101411,2024-06-20,West,Offline,CUST3458,Home Office,Electronics,Mouse,8,785.02,0.0,6280.16,0.0,6280.16,4624.48,1655.6800000000003
ORD101412,2024-04-10,North,Online,CUST3203,Corporate,Office Supplies,Pen,1,1339.1,0.1,1339.1,133.91,1205.1899999999998,694.12,511.0699999999998
ORD101413,2023-03-30,West,Offline,CUST3681,Consumer,Electronics,Laptop,8,1493.07,0.1,11944.56,1194.456,10750.104,6867.03,3883.0739999999996
ORD101414,2023-09-25,East,Online,CUST3099,Corporate,Office Supplies,Marker,1,1179.92,0.0,1179.92,0.0,1179.92,668.11,511.81000000000006
ORD101415,2024-10-16,North,Online,CUST4072,Consumer,Electronics,Mouse,6,335.57,0.2,2013.42,402.684,1610.736,967.97,642.7660000000001
ORD101416,2024-07-24,South,Online,CUST4042,Home Office,Electronics,Monitor,5,947.33,0.15,4736.650000000001,710.4975000000001,4026.1525000000006,2276.26,1749.8925000000004
ORD101417,2024-05-03,North,Online,CUST4167,Home Office,Electronics,Laptop,10,362.11,0.15,3621.1000000000004,543.1650000000001,3077.9350000000004,2270.71,807.2250000000004
ORD101418,2024-06-21,East,Online,CUST2712,Home Office,Electronics,Laptop,7,866.8,0.15,6067.599999999999,910.1399999999999,5157.459999999999,3161.41,1996.0499999999993
ORD101419,2023-02-16,East,Offline,CUST4595,Consumer,Furniture,Table,6,723.63,0.2,4341.78,868.356,3473.424,2453.14,1020.2840000000001
ORD101420,2023-10-15,West,Online,CUST2928,Home Office,Furniture,Table,10,575.43,0.05,5754.299999999999,287.715,5466.584999999999,3825.01,1641.574999999999
ORD101421,2023-01-16,North,Offline,CUST3572,Consumer,Furniture,Chair,14,964.25,0.05,13499.5,674.975,12824.525,7413.58,5410.945
ORD101422,2024-12-11,North,Online,CUST1355,Corporate,Furniture,Bookshelf,1,1287.28,0.2,1287.28,257.456,1029.824,595.45,434.374
ORD101423,2024-02-05,North,Offline,CUST4117,Home Office,Electronics,Laptop,6,509.53,0.05,3057.18,152.859,2904.321,1816.91,1087.4109999999998
ORD101424,2023-03-27,West,Online,CUST3850,Corporate,Furniture,Desk,13,731.95,0.15,9515.35,1427.3025,8088.047500000001,5368.17,2719.8775000000005
ORD101425,2023-09-07,East,Online,CUST2229,Corporate,Furniture,Chair,14,686.46,0.2,9610.44,1922.0880000000002,7688.352000000001,4884.76,2803.5920000000006
ORD101426,2024-01-26,South,Online,CUST2755,Consumer,Electronics,Keyboard,3,377.59,0.0,1132.77,0.0,1132.77,797.01,335.76
ORD101427,2023-12-01,North,Offline,CUST3888,Corporate,Furniture,Chair,12,634.56,0.2,7614.719999999999,1522.944,6091.776,4003.45,2088.326
ORD101428,2024-09-20,West,Offline,CUST4503,Consumer,Furniture,Bookshelf,6,37.27,0.1,223.62,22.362000000000002,201.258,146.19,55.06800000000001
ORD101429,2024-06-02,West,Offline,CUST3304,Consumer,Office Supplies,Notebook,7,778.56,0.15,5449.92,817.4879999999999,4632.432,3096.69,1535.7419999999997
ORD101430,2023-05-17,South,Online,CUST1248,Corporate,Furniture,Chair,6,1082.59,0.15,6495.539999999999,974.3309999999998,5521.208999999999,3690.78,1830.4289999999987
ORD101431,2024-11-18,East,Online,CUST1533,Consumer,Office Supplies,Marker,9,554.58,0.1,4991.22,499.12200000000007,4492.098,3063.32,1428.7779999999998
ORD101432,2024-05-12,North,Offline,CUST3089,Consumer,Furniture,Desk,12,1121.13,0.15,13453.560000000001,2018.034,11435.526000000002,7668.67,3766.8560000000016
ORD101433,2024-12-27,North,Online,CUST4531,Consumer,Electronics,Mouse,9,1127.23,0.1,10145.07,1014.5070000000001,9130.563,6139.61,2990.9530000000004
ORD101434,2024-04-21,West,Offline,CUST1790,Corporate,Furniture,Bookshelf,8,1476.25,0.1,11810.0,1181.0,10629.0,6801.94,3827.0600000000004
ORD101435,2024-08-16,East,Online,CUST2301,Consumer,Electronics,Monitor,5,821.19,0.15,4105.950000000001,615.8925,3490.057500000001,1982.73,1507.3275000000008
ORD101436,2023-08-11,North,Offline,CUST2948,Home Office,Furniture,Cabinet,10,609.08,0.2,6090.8,1218.16,4872.64,3039.46,1833.1800000000003
ORD101437,2024-01-07,South,Offline,CUST3243,Corporate,Furniture,Chair,3,961.09,0.1,2883.27,288.327,2594.943,1825.96,768.9830000000002
ORD101438,2024-02-06,East,Online,CUST2095,Corporate,Electronics,Keyboard,4,941.73,0.0,3766.92,0.0,3766.92,2100.43,1666.4900000000002
